endTime,artistName,trackName,msPlayed,dayOfWeek
2022-01-07 03:55:00,RSK XFM,S01E03,1778364,Friday
2022-01-07 04:39:00,RSK XFM,S01E04,2006055,Friday
2022-01-07 08:42:00,RSK XFM,S01E04,280598,Friday
2022-01-07 09:31:00,RSK XFM,S01E04,1225165,Friday
2022-01-07 10:16:00,RSK XFM,S01E04,712437,Friday
2022-01-07 10:49:00,RSK XFM,S01E05,1272456,Friday
2022-01-07 11:24:00,RSK XFM,S01E05,713760,Friday
2022-01-07 11:57:00,RSK XFM,S01E05,492512,Friday
2022-01-07 12:37:00,RSK XFM,S01E06,2183545,Friday
2022-01-07 13:01:00,RSK XFM,S01E07,863620,Friday
2022-01-07 13:29:00,RSK XFM,S01E07,68520,Friday
2022-01-07 19:15:00,RSK XFM,S01E07,297761,Friday
2022-01-07 22:56:00,RSK XFM,S01E07,690010,Friday
2022-01-08 07:27:00,RSK XFM,S01E07,362135,Saturday
2022-01-08 08:13:00,RSK XFM,S01E08,2370080,Saturday
2022-01-08 08:29:00,RSK XFM,S01E07,552849,Saturday
2022-01-08 10:11:00,RSK XFM,S01E07,1426640,Saturday
2022-01-08 13:05:00,RSK XFM,S01E07,147908,Saturday
2022-01-08 13:17:00,RSK XFM,S01E07,530182,Saturday
2022-01-08 13:25:00,RSK XFM,S01E07,208692,Saturday
2022-01-08 13:27:00,RSK XFM,S01E08,73351,Saturday
2022-01-08 13:27:00,RSK XFM,S01E09,7474,Saturday
2022-01-08 14:02:00,RSK XFM,S01E08,2068253,Saturday
2022-01-08 14:26:00,RSK XFM,S01E09,721050,Saturday
2022-01-09 01:26:00,RSK XFM,S01E09,1924832,Sunday
2022-01-09 01:36:00,RSK XFM,S01E010,347,Sunday
2022-01-09 09:35:00,RSK XFM,S01E010,493382,Sunday
2022-01-09 12:35:00,RSK XFM,S01E010,1940741,Sunday
2022-01-09 12:56:00,RSK XFM,S01E11,1277700,Sunday
2022-01-09 13:15:00,RSK XFM,S01E11,916048,Sunday
2022-01-09 22:43:00,RSK XFM,S01E11,53760,Sunday
2022-01-09 23:14:00,RSK XFM,S01E11,502099,Sunday
2022-01-09 23:35:00,RSK XFM,S01E12,42920,Sunday
2022-01-10 01:39:00,RSK XFM,S01E12,2780577,Monday
2022-01-10 09:13:00,RSK XFM,S01E13,293663,Monday
2022-01-10 16:44:00,RSK XFM,S01E13,613206,Monday
2022-01-10 17:22:00,RSK XFM,S01E13,1659160,Monday
2022-01-10 20:05:00,RSK XFM,S01E13,55143,Monday
2022-01-10 23:38:00,RSK XFM,S01E13,522840,Monday
2022-01-11 00:27:00,RSK XFM,S01E14,2910093,Tuesday
2022-01-12 02:15:00,Travis Scott,MAFIA,127748,Wednesday
2022-01-12 02:15:00,clipping.,Intro,15916,Wednesday
2022-01-12 02:19:00,RSK XFM,S01E14,5249,Wednesday
2022-01-12 02:19:00,RSK XFM,S01E15,5486,Wednesday
2022-01-12 02:25:00,RSK XFM,S01E14,378010,Wednesday
2022-01-12 02:29:00,SPORTSGIRL,Electrolyte Elixir,197140,Wednesday
2022-01-12 02:33:00,Designer Jeans,HAIRSALON,219974,Wednesday
2022-01-12 02:35:00,Maitro,Clarity,145110,Wednesday
2022-01-12 02:40:00,Iden Kai,Silencio Drive - VAAV Social Club Remix,312804,Wednesday
2022-01-12 02:44:00,FM Skyline,Veranda,196169,Wednesday
2022-01-12 02:45:00,FrankJavCee,143,103040,Wednesday
2022-01-12 02:51:00,NØVMBR,TeleVisions,339776,Wednesday
2022-01-12 02:55:00,slow//reverb,Presentere Fine Design - Slowed + Reverb,207986,Wednesday
2022-01-12 02:58:00,VANITAS命死,"the joy of painting S31 e13, Wilderness Day",200865,Wednesday
2022-01-12 03:00:00,회사AUTO,New York City,114764,Wednesday
2022-01-12 03:03:00,Oracle FM,in water,176959,Wednesday
2022-01-12 03:05:00,VAAV Social Club,III - (gózalo),138975,Wednesday
2022-01-12 03:09:00,ぬいぐるみクレヨン Lush Crayon,Beijing,199820,Wednesday
2022-01-12 03:14:00,Dan Mason ダン·メイソン,Stop Me - Rework 2021,318320,Wednesday
2022-01-12 03:16:00,jpp17,This Girl,113830,Wednesday
2022-01-12 03:21:00,VAAV Social Club,OldBeat,269760,Wednesday
2022-01-12 03:26:00,SPORTSGIRL,Open Fields,343521,Wednesday
2022-01-12 03:29:00,ESPRIT 空想,Warmpop,172390,Wednesday
2022-01-12 03:44:00,Nmesh,A Face Without Eyes,80063,Wednesday
2022-01-12 03:46:00,Donor Lens,Turn the Fridge On,157792,Wednesday
2022-01-12 03:50:00,Kyo-2,Tomorrow (Slowed & Reverb),214457,Wednesday
2022-01-12 03:52:00,architecture in tokyo,SUMMER NEVER ENDS,109661,Wednesday
2022-01-12 03:56:00,Yuni Wa,Holding On,245540,Wednesday
2022-01-12 04:00:00,Teamm Jordann,Stadium,221460,Wednesday
2022-01-12 04:01:00,Incorporeal Visions Deluxe,Ventilation オフィス,78957,Wednesday
2022-01-12 04:02:00,猫 シ Corp.,Aquascaping ピ ラ ミ ッ ド,73789,Wednesday
2022-01-12 04:06:00,death's dynamic shroud,Butterflies,229914,Wednesday
2022-01-12 04:16:00,t e l e p a t h テレパシー能力者,バウンス家の中でセックス,9500,Wednesday
2022-01-12 04:21:00,KYLE,Ups & Downs,283940,Wednesday
2022-01-12 04:23:00,KYLE,"Coming, Going? (feat. Take 6)",117490,Wednesday
2022-01-12 04:26:00,KYLE,Zoom,165830,Wednesday
2022-01-12 04:30:00,KYLE,Ikuyo (feat. 2 Chainz & Sophia Black),241776,Wednesday
2022-01-12 04:32:00,KYLE,Games,138897,Wednesday
2022-01-12 04:36:00,KYLE,Babies (feat. Alessia Cara),239810,Wednesday
2022-01-12 04:42:00,KYLE,OpenDoors (feat. Avery Wilson),303433,Wednesday
2022-01-12 04:45:00,KYLE,To the Moon,171710,Wednesday
2022-01-12 04:48:00,KYLE,Playinwitme (feat. Kehlani),191420,Wednesday
2022-01-12 04:51:00,KYLE,iMissMe (feat. Khalid),189540,Wednesday
2022-01-12 04:54:00,KYLE,ShipTrip,175100,Wednesday
2022-01-12 04:58:00,KYLE,Rodeo,234530,Wednesday
2022-01-12 05:03:00,KYLE,It's Yours,250810,Wednesday
2022-01-12 05:05:00,KYLE,Clouds,125070,Wednesday
2022-01-12 05:09:00,KYLE,iSpy (feat. Lil Yachty),252050,Wednesday
2022-01-12 05:13:00,KYLE,Ups & Downs,242760,Wednesday
2022-01-12 07:20:00,RSK XFM,S01E14,417812,Wednesday
2022-01-12 07:20:00,Deep October,If I Miss You,3570,Wednesday
2022-01-12 07:23:00,Deep October,God in the Room,193005,Wednesday
2022-01-12 07:26:00,Deep October,If I Miss You,175357,Wednesday
2022-01-12 07:29:00,Deep October,Make Me Forget,187245,Wednesday
2022-01-12 07:32:00,Deep October,"eyes heavy, im tired",173733,Wednesday
2022-01-12 07:35:00,Deep October,drugs you should try,143314,Wednesday
2022-01-12 07:38:00,Deep October,timeline mover,204847,Wednesday
2022-01-12 07:40:00,Deep October,U Can Try,135327,Wednesday
2022-01-12 07:43:00,Deep October,RIP behemoth,133459,Wednesday
2022-01-12 07:46:00,Deep October,too much speed!,217051,Wednesday
2022-01-12 07:49:00,Deep October,imadeyoucryb4,146147,Wednesday
2022-01-12 08:00:00,Deep October,eyesore,99609,Wednesday
2022-01-12 10:45:00,Deep October,eyesore,3260,Wednesday
2022-01-12 10:55:00,Deep October,new information,150125,Wednesday
2022-01-12 10:57:00,Deep October,ily violence,124551,Wednesday
2022-01-12 10:58:00,Deep October,Cigarette... Daydream,51323,Wednesday
2022-01-12 11:10:00,Deep October,Cigarette... Daydream,141905,Wednesday
2022-01-12 11:13:00,Deep October,A Light Goes Out,174002,Wednesday
2022-01-12 11:16:00,Deep October,Skinny Love,168299,Wednesday
2022-01-12 11:18:00,Deep October,You're so Pretty,142711,Wednesday
2022-01-12 11:21:00,Deep October,I Pretend,158681,Wednesday
2022-01-12 11:23:00,Deep October,I Hoped You'd Die,164533,Wednesday
2022-01-12 11:25:00,Deep October,Feelings Are Synthetic,128825,Wednesday
2022-01-12 11:27:00,Deep October,I Don't Mind the Weather,83082,Wednesday
2022-01-12 11:29:00,Deep October,Catching Up,125760,Wednesday
2022-01-12 11:31:00,Deep October,I Told You Things I Shouldn't Have,130126,Wednesday
2022-01-12 11:33:00,Deep October,There Was Thunder,102472,Wednesday
2022-01-12 11:35:00,Deep October,Ice Boy II,154507,Wednesday
2022-01-12 11:39:00,Deep October,HIGH NOON,211022,Wednesday
2022-01-12 11:42:00,Deep October,BESTFRIEND,173871,Wednesday
2022-01-12 11:45:00,Deep October,GLITTER,170898,Wednesday
2022-01-12 11:47:00,Deep October,OHIO FOR LOVER,150093,Wednesday
2022-01-12 11:49:00,Deep October,TREE FELL,118980,Wednesday
2022-01-12 11:51:00,Deep October,SKIN,106285,Wednesday
2022-01-12 11:54:00,Deep October,HOLD ME,167926,Wednesday
2022-01-12 11:56:00,Deep October,METHADONE,148607,Wednesday
2022-01-12 11:58:00,Deep October,CLOSE ENOUGH,120372,Wednesday
2022-01-12 12:01:00,Deep October,CHINA SHOP,156038,Wednesday
2022-01-12 12:04:00,Deep October,"eyes heavy, i'm tired",173733,Wednesday
2022-01-12 12:05:00,Deep October,i wanted to die,72458,Wednesday
2022-01-12 15:20:00,Deep October,i wanted to die,72994,Wednesday
2022-01-12 15:21:00,Deep October,mitsu bishi,53131,Wednesday
2022-01-12 15:39:00,Deep October,mitsu bishi,140470,Wednesday
2022-01-12 15:41:00,Deep October,itriedloving II,131890,Wednesday
2022-01-12 15:53:00,Deep October,strung out,104479,Wednesday
2022-01-13 00:14:00,Redhands,ORANGE SODA,219428,Thursday
2022-01-13 00:18:00,Rav,Lovedrug (Off That),263830,Thursday
2022-01-13 00:20:00,Jaxxon D. Silva,A Swollen Song,130370,Thursday
2022-01-13 00:23:00,JPEGMAFIA,black stacey dash,172729,Thursday
2022-01-13 00:27:00,MED,The Stroll,242920,Thursday
2022-01-13 00:29:00,Ill Addicts,YSL,110680,Thursday
2022-01-13 00:32:00,Noname,Rainforest,162436,Thursday
2022-01-13 00:35:00,The Garden,Make a Wish,167000,Thursday
2022-01-13 00:37:00,ize,This Is Not a Drill,156880,Thursday
2022-01-13 00:40:00,Lil Darkie,i can see clearly,193548,Thursday
2022-01-13 00:44:00,Pouya,Leave Me Alone,184539,Thursday
2022-01-13 00:46:00,Post Malone,Wow.,149546,Thursday
2022-01-13 00:51:00,LordSakima,French Avenues,306024,Thursday
2022-01-13 00:53:00,Ski Mask The Slump God,Lost In Time,121666,Thursday
2022-01-13 01:06:00,Deep October,If I Miss You,127517,Thursday
2022-01-13 06:21:00,Ski Mask The Slump God,Lost In Time,1713,Thursday
2022-01-13 06:21:00,LordSakima,French Avenues,1908,Thursday
2022-01-13 06:21:00,Deep October,If I Miss You,6044,Thursday
2022-01-13 06:21:00,Pouya,Leave Me Alone,1981,Thursday
2022-01-13 06:21:00,Post Malone,Wow.,1830,Thursday
2022-01-13 06:24:00,Lil Darkie,i can see clearly,193548,Thursday
2022-01-13 06:27:00,Pouya,Leave Me Alone,184539,Thursday
2022-01-13 06:30:00,Post Malone,Wow.,149546,Thursday
2022-01-13 06:35:00,LordSakima,French Avenues,306024,Thursday
2022-01-13 06:37:00,Ski Mask The Slump God,Lost In Time,121666,Thursday
2022-01-13 06:40:00,Deep October,If I Miss You,175357,Thursday
2022-01-13 06:48:00,Lil Darkie,SATAN LIVES IN HOLLYWOOD,492000,Thursday
2022-01-13 06:52:00,Lil Darkie,SPUNK,248571,Thursday
2022-01-13 07:00:00,Lil Darkie,COLOSSAL CONFLICT,467125,Thursday
2022-01-13 07:02:00,internetboy,mars man,127320,Thursday
2022-01-13 07:05:00,internetboy,LoveIsBlue&green,179983,Thursday
2022-01-13 07:09:00,DrownMili,War Outside,216540,Thursday
2022-01-13 07:12:00,Kamiyada+,3 AM,204029,Thursday
2022-01-13 07:15:00,Cresylic,action,198530,Thursday
2022-01-13 07:17:00,internetboy,three ho's,103140,Thursday
2022-01-13 07:25:00,Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",231618,Thursday
2022-01-13 07:28:00,CHRIST DILLINGER,Desperado,189474,Thursday
2022-01-13 07:29:00,gizmo,Rampage,78756,Thursday
2022-01-13 07:37:00,Afourteen,Suburban Sociopath,234794,Thursday
2022-01-13 07:39:00,Breakbot,Baby I'm Yours,151423,Thursday
2022-01-13 10:41:00,Afourteen,BAD GUY,130000,Thursday
2022-01-13 10:45:00,Aaron Smith,Dancin - Krono Remix,256000,Thursday
2022-01-13 10:47:00,Neilaworld,ITACHii,113684,Thursday
2022-01-13 10:50:00,Jack Stauber,Buttercup,208026,Thursday
2022-01-13 10:53:00,Vincent Augustus,I Think I'm Tired,151468,Thursday
2022-01-13 10:55:00,Booshi,Gucci Gucci Louis Louis,132007,Thursday
2022-01-13 10:57:00,ITSOKTOCRY,DEADSET RADIO FUTURE,125648,Thursday
2022-01-13 11:03:00,"Tyler, The Creator",IFHY (feat. Pharrell),319253,Thursday
2022-01-13 11:06:00,Tame Impala,The Less I Know The Better,216320,Thursday
2022-01-13 11:11:00,Channel Tres,Black Moses (feat. JPEGMAFIA),260224,Thursday
2022-01-13 11:15:00,FKJ,Risk,238834,Thursday
2022-01-13 11:18:00,Redhands,ORANGE SODA,219428,Thursday
2022-01-13 11:23:00,Rav,Lovedrug (Off That),263830,Thursday
2022-01-13 11:25:00,Jaxxon D. Silva,A Swollen Song,130370,Thursday
2022-01-13 11:28:00,JPEGMAFIA,black stacey dash,172729,Thursday
2022-01-13 11:29:00,MED,The Stroll,101234,Thursday
2022-01-13 11:47:00,MED,The Stroll,141687,Thursday
2022-01-13 11:49:00,Ill Addicts,YSL,110680,Thursday
2022-01-13 11:52:00,Noname,Rainforest,162436,Thursday
2022-01-13 11:55:00,The Garden,Make a Wish,167000,Thursday
2022-01-13 11:57:00,ize,This Is Not a Drill,156880,Thursday
2022-01-13 12:01:00,Lil Darkie,i can see clearly,193548,Thursday
2022-01-13 12:04:00,Pouya,Leave Me Alone,184539,Thursday
2022-01-13 12:06:00,Post Malone,Wow.,149546,Thursday
2022-01-13 12:11:00,LordSakima,French Avenues,306024,Thursday
2022-01-13 12:13:00,Ski Mask The Slump God,Lost In Time,121666,Thursday
2022-01-13 12:16:00,Deep October,If I Miss You,172432,Thursday
2022-01-13 12:17:00,Jadeci,Susano V,66970,Thursday
2022-01-13 12:20:00,Jadeci,Spas12,142978,Thursday
2022-01-13 12:22:00,Jadeci,Amaterasu,143255,Thursday
2022-01-13 12:25:00,Jadeci,Demon $layer,157539,Thursday
2022-01-13 12:28:00,Jadeci,Mobile Suit Fang,170349,Thursday
2022-01-13 12:32:00,Jadeci,Susano,130140,Thursday
2022-01-13 12:36:00,Jadeci,Shinobi,188000,Thursday
2022-01-13 12:38:00,Jadeci,Runaway,122787,Thursday
2022-01-13 12:40:00,Jadeci,Tar21,129346,Thursday
2022-01-13 12:42:00,Jadeci,Mp5k,156800,Thursday
2022-01-13 12:45:00,Jadeci,Susano II,173373,Thursday
2022-01-13 12:47:00,Jadeci,Tm08,120000,Thursday
2022-01-13 12:49:00,Jadeci,Thot$,127228,Thursday
2022-01-13 12:52:00,Jadeci,Amaterasu 2,145425,Thursday
2022-01-13 12:55:00,Jadeci,Flipdarolla,158630,Thursday
2022-01-13 12:57:00,Jadeci,MidnightKatKilla,154357,Thursday
2022-01-13 13:00:00,Jadeci,Susano III,167937,Thursday
2022-01-13 13:03:00,Jadeci,Gtfb,171660,Thursday
2022-01-13 13:05:00,Jadeci,242,153599,Thursday
2022-01-13 13:08:00,Jadeci,Makexproud,137768,Thursday
2022-01-13 13:10:00,Jadeci,"No, Moe",120000,Thursday
2022-01-13 13:12:00,Jadeci,Ump45,146725,Thursday
2022-01-13 13:14:00,Jadeci,DeathSealReaper,96352,Thursday
2022-01-13 13:16:00,Jadeci,Masked Murder,115701,Thursday
2022-01-13 13:17:00,Jadeci,Come for Me,59689,Thursday
2022-01-13 17:00:00,Jadeci,Come for Me,16054,Thursday
2022-01-13 17:04:00,Jadeci,456,208191,Thursday
2022-01-13 17:05:00,Jadeci,Static+,115056,Thursday
2022-01-13 17:06:00,Jadeci,"Like, Whoa",44011,Thursday
2022-01-13 18:32:00,Jadeci,"Like, Whoa",86898,Thursday
2022-01-13 18:35:00,Jadeci,Susano IV,161048,Thursday
2022-01-13 18:38:00,Jadeci,SHINIGAMI,159036,Thursday
2022-01-13 18:40:00,Jadeci,WHITESOBE,3301,Thursday
2022-01-13 18:40:00,Jadeci,REVENGE,122616,Thursday
2022-01-13 21:38:00,Jadeci,WHITESOBE,129828,Thursday
2022-01-13 21:41:00,Jadeci,NECROMANCER,152586,Thursday
2022-01-13 21:43:00,Jadeci,Spas12,142978,Thursday
2022-01-13 21:46:00,Jadeci,Amaterasu,143255,Thursday
2022-01-13 21:48:00,Jadeci,Demon $layer,157539,Thursday
2022-01-13 21:51:00,Jadeci,Mobile Suit Fang,170349,Thursday
2022-01-13 21:52:00,Jadeci,Susano,32445,Thursday
2022-01-14 00:02:00,RSK XFM,S01E14,2114063,Friday
2022-01-14 00:12:00,RSK XFM,S01E15,1114,Friday
2022-01-14 06:28:00,RSK XFM,S01E14,396919,Friday
2022-01-14 09:31:00,RSK XFM,S01E14,576717,Friday
2022-01-14 23:08:00,SPORTSGIRL,Electrolyte Elixir,197324,Friday
2022-01-14 23:11:00,Designer Jeans,HAIRSALON,220800,Friday
2022-01-14 23:14:00,Maitro,Clarity,145219,Friday
2022-01-14 23:19:00,Iden Kai,Silencio Drive - VAAV Social Club Remix,313081,Friday
2022-01-14 23:22:00,FM Skyline,Veranda,196349,Friday
2022-01-14 23:24:00,FrankJavCee,143,103214,Friday
2022-01-14 23:30:00,NØVMBR,TeleVisions,340909,Friday
2022-01-14 23:33:00,slow//reverb,Presentere Fine Design - Slowed + Reverb,208000,Friday
2022-01-14 23:37:00,VANITAS命死,"the joy of painting S31 e13, Wilderness Day",201039,Friday
2022-01-14 23:38:00,회사AUTO,New York City,114940,Friday
2022-01-14 23:41:00,Oracle FM,in water,176983,Friday
2022-01-14 23:44:00,VAAV Social Club,III - (gózalo),139168,Friday
2022-01-14 23:47:00,ぬいぐるみクレヨン Lush Crayon,Beijing,200000,Friday
2022-01-14 23:52:00,Dan Mason ダン·メイソン,Stop Me - Rework 2021,318532,Friday
2022-01-14 23:54:00,jpp17,This Girl,114011,Friday
2022-01-14 23:59:00,VAAV Social Club,OldBeat,270043,Friday
2022-01-15 00:05:00,SPORTSGIRL,Open Fields,343703,Saturday
2022-01-15 00:15:00,ESPRIT 空想,Warmpop,13359,Saturday
2022-01-15 05:27:00,ESPRIT 空想,Warmpop,159080,Saturday
2022-01-15 05:31:00,death's dynamic shroud,Butterflies,230798,Saturday
2022-01-15 05:33:00,Donor Lens,Turn the Fridge On,157974,Saturday
2022-01-15 05:37:00,Kyo-2,Tomorrow (Slowed & Reverb),214543,Saturday
2022-01-15 05:39:00,architecture in tokyo,SUMMER NEVER ENDS,109818,Saturday
2022-01-15 05:43:00,Yuni Wa,Holding On,245575,Saturday
2022-01-15 05:47:00,Teamm Jordann,Stadium,221519,Saturday
2022-01-15 05:48:00,Incorporeal Visions Deluxe,Ventilation オフィス,78947,Saturday
2022-01-15 05:49:00,猫 シ Corp.,Aquascaping ピ ラ ミ ッ ド,73980,Saturday
2022-01-15 05:55:00,Nmesh,A Face Without Eyes,359399,Saturday
2022-01-15 06:00:00,3d Blast,Beyond Nostalgia,233774,Saturday
2022-01-15 06:06:00,t e l e p a t h テレパシー能力者,バウンス家の中でセックス,390787,Saturday
2022-01-15 06:09:00,Hatena,SOULLL,176269,Saturday
2022-01-15 06:13:00,ESPRIT 空想,Esprit.Wav,210000,Saturday
2022-01-15 06:16:00,Hong Kong Express,"Time-Data. The Stars. The Essence. Love. Abstract Beauty. Desire. Ariseth, As The Sun.",187317,Saturday
2022-01-15 06:19:00,Acetantina,Temple of Null,168000,Saturday
2022-01-15 06:20:00,datfootdive,stay,71983,Saturday
2022-01-15 06:23:00,FM Skyline,mirror gallery (Windows 96 Remix),163005,Saturday
2022-01-15 06:28:00,3d Blast,3rD BEST,242817,Saturday
2022-01-15 06:29:00,CYBEREALITYライフ,adidas,58655,Saturday
2022-01-15 06:33:00,Skylar Spence,Private Caller,228114,Saturday
2022-01-15 06:35:00,CHANCE デラソウル,I Used To Make Vaporwave,106802,Saturday
2022-01-15 06:37:00,desert sand feels warm at night,幽霊,117082,Saturday
2022-01-15 09:32:00,desert sand feels warm at night,幽霊,203377,Saturday
2022-01-15 09:35:00,Maitro,SNAKE WAY,187050,Saturday
2022-01-15 09:39:00,Windows 96,Glass Prism,210885,Saturday
2022-01-15 09:44:00,Neggy Gemmy,Bad Baby (Satin Sheets Remix),297123,Saturday
2022-01-15 09:48:00,R23X,New Wares New Heirs New Game Plus - Remix,226628,Saturday
2022-01-15 09:50:00,Equip,Skytrot,160497,Saturday
2022-01-15 09:55:00,VANITAS命死,"新しい時代, Yes!",277570,Saturday
2022-01-15 09:57:00,ぬいぐるみクレヨン Lush Crayon,Self-Isolation Boogie,103930,Saturday
2022-01-15 09:59:00,luxury elite,Strut (猫 シ Corp. Remix),145079,Saturday
2022-01-15 10:02:00,Trushinitas,By the River,146270,Saturday
2022-01-15 10:06:00,XWaves,O Piano (2020 Remaster),259500,Saturday
2022-01-15 10:07:00,Topaz Gang,Tribute to Saint Pepsi,91673,Saturday
2022-01-15 10:10:00,Windows 96,Mist,155480,Saturday
2022-01-15 10:13:00,luxury elite,You Can Sense It,155575,Saturday
2022-01-15 10:15:00,King Quartz,Vcrheadaches - Purge,122759,Saturday
2022-01-15 12:26:00,King Quartz,Vcrheadaches - Purge,7655,Saturday
2022-01-15 19:59:00,Zotiyac,2022 Freestyle,118608,Saturday
2022-01-15 20:01:00,Zotiyac,2022 Freestyle,118608,Saturday
2022-01-15 20:03:00,Zotiyac,2022 Freestyle,118608,Saturday
2022-01-15 20:05:00,Zotiyac,2022 Freestyle,118608,Saturday
2022-01-15 20:15:00,Zotiyac,2022 Freestyle,37804,Saturday
2022-01-15 21:06:00,Zotiyac,2022 Freestyle,0,Saturday
2022-01-15 21:06:00,Zotiyac,2022 Freestyle,80836,Saturday
2022-01-15 21:08:00,Zotiyac,RED WALLS,164953,Saturday
2022-01-15 21:09:00,Zotiyac,RED WALLS,37148,Saturday
2022-01-15 21:11:00,Zotiyac,Cream,147118,Saturday
2022-01-15 21:14:00,Zotiyac,Drills in the Hills,142502,Saturday
2022-01-15 21:16:00,Zotiyac,Walk Upz (Freestyle),105604,Saturday
2022-01-15 21:18:00,Zotiyac,Auto Pistol,144011,Saturday
2022-01-15 21:20:00,Zotiyac,Come Here,135234,Saturday
2022-01-15 21:23:00,Zotiyac,Licc Hoe$,187242,Saturday
2022-01-15 21:26:00,Zotiyac,Laps,144336,Saturday
2022-01-15 21:27:00,Zotiyac,Talk Shit,91451,Saturday
2022-01-15 22:15:00,Zotiyac,Talk Shit,92896,Saturday
2022-01-15 22:18:00,Zotiyac,Ether,160560,Saturday
2022-01-15 22:21:00,Zotiyac,Intercom,184272,Saturday
2022-01-15 22:23:00,Zotiyac,0 Fucks,124497,Saturday
2022-01-15 22:26:00,Zotiyac,Slow Leak,176866,Saturday
2022-01-15 22:29:00,Yung Bambi,Focus,190069,Saturday
2022-01-15 22:29:00,Zotiyac,Insomnia,3725,Saturday
2022-01-15 22:32:00,Zotiyac,Bottled In,160494,Saturday
2022-01-15 22:34:00,Zotiyac,Red Dot,147118,Saturday
2022-01-15 22:37:00,Zotiyac,Gas Only,139693,Saturday
2022-01-15 22:39:00,Zotiyac,Bout That Life,159137,Saturday
2022-01-15 22:41:00,Zotiyac,Jungle Book Freestyle,120933,Saturday
2022-01-15 22:43:00,Zotiyac,U Not In Heaven,132426,Saturday
2022-01-15 22:45:00,Zotiyac,5k Freestyle,94920,Saturday
2022-01-15 22:47:00,Zotiyac,Smoke Niggaz,96005,Saturday
2022-01-15 22:49:00,Zotiyac,No Witnesses,165013,Saturday
2022-01-15 23:01:00,Zotiyac,Exposed,111895,Saturday
2022-01-15 23:04:00,Zotiyac,Exposed,17626,Saturday
2022-01-15 23:22:00,RSK XFM,S01E14,1082044,Saturday
2022-01-16 08:18:00,RSK XFM,S01E14,2089,Sunday
2022-01-16 08:18:00,RSK XFM,S01E16,3869,Sunday
2022-01-16 08:42:00,RSK XFM,S01E15,831734,Sunday
2022-01-16 16:19:00,RSK XFM,S01E15,1605820,Sunday
2022-01-17 04:33:00,Trippie Redd,Molly Hearts,162960,Monday
2022-01-17 04:36:00,Trippie Redd,MP5 (feat. SoFaygo),160000,Monday
2022-01-17 04:38:00,Trippie Redd,Finish Line,142654,Monday
2022-01-17 04:41:00,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),181714,Monday
2022-01-17 04:44:00,Trippie Redd,Super Cell,161027,Monday
2022-01-17 04:48:00,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883,Monday
2022-01-17 04:50:00,Trippie Redd,Supernatural,140832,Monday
2022-01-17 04:53:00,Trippie Redd,Demon Time (feat. Ski Mask The Slump God),159452,Monday
2022-01-17 04:56:00,Trippie Redd,Matt Hardy 999 (feat. Juice WRLD),188025,Monday
2022-01-17 04:58:00,Trippie Redd,Vibes,124060,Monday
2022-01-17 05:01:00,Trippie Redd,New Money,144009,Monday
2022-01-17 05:03:00,Trippie Redd,Danny Phantom (feat. XXXTENTACION),136377,Monday
2022-01-17 05:05:00,Trippie Redd,Space Time,119957,Monday
2022-01-17 05:07:00,Trippie Redd,Baki,147096,Monday
2022-01-17 05:09:00,Trippie Redd,iPhone,121700,Monday
2022-01-17 05:13:00,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),247714,Monday
2022-01-17 05:18:00,Trippie Redd,"Captain Crunch (feat. Sada Baby, Babyface Ray, & Icewear Vezzo)",250065,Monday
2022-01-17 05:19:00,Trippie Redd,Molly Hearts,65147,Monday
2022-01-17 05:22:00,KAMAARA,That Wasn't Very +__+!!! of You,158477,Monday
2022-01-17 05:24:00,Ecco2k,Time,121534,Monday
2022-01-17 05:27:00,JOHNNASCUS,Sad Satan LSD,207567,Monday
2022-01-17 05:30:00,Yung Bambi,95.50,166250,Monday
2022-01-17 05:34:00,MKULTRA,Super Milk Man Party,253795,Monday
2022-01-17 05:36:00,Lord Simmy,POETRY,132293,Monday
2022-01-17 05:39:00,$uicideboy$,All Dogs Go to Heaven,153652,Monday
2022-01-17 05:42:00,Black Smurf,Kung Fu Hustle,170004,Monday
2022-01-17 05:44:00,Larry League,Gloria,154460,Monday
2022-01-17 05:50:00,CHRIS VAYLE,HOLD UR TONGUE (PROD. CXRPSE),111285,Monday
2022-01-17 05:52:00,JPEGMAFIA,LAST DANCE!,137492,Monday
2022-01-17 05:53:00,JPEGMAFIA,INTRO!,43863,Monday
2022-01-17 05:56:00,JPEGMAFIA,FIX URSELF!,186596,Monday
2022-01-17 05:59:00,JPEGMAFIA,KELTEC!,184288,Monday
2022-01-17 06:02:00,JPEGMAFIA,THIS ONES FOR US!,183635,Monday
2022-01-17 06:05:00,JPEGMAFIA,PANIC ROOM!,148004,Monday
2022-01-17 06:08:00,JPEGMAFIA,FEED HER!,176500,Monday
2022-01-17 06:10:00,JPEGMAFIA,LAST DANCE!,137492,Monday
2022-01-17 06:11:00,JPEGMAFIA,INTRO!,43863,Monday
2022-01-17 06:14:00,JPEGMAFIA,FIX URSELF!,186596,Monday
2022-01-17 06:17:00,JPEGMAFIA,KELTEC!,184288,Monday
